p1_dataset,p1_split,record_id,published_pretraining_split
cpsc2018_mc,train,A4954,train
cpsc2018_mc,train,A6684,test
cpsc2018_mc,train,A4900,train
cpsc2018_mc,train,A1285,valid
cpsc2018_mc,train,A1588,train
cpsc2018_mc,train,A5174,valid
cpsc2018_mc,train,A0439,train
cpsc2018_mc,train,A1053,test
cpsc2018_mc,train,A2280,test
cpsc2018_mc,train,A4791,train
cpsc2018_mc,train,A0732,test
cpsc2018_mc,train,A0246,train
cpsc2018_mc,train,A2160,train
cpsc2018_mc,train,A2602,test
cpsc2018_mc,train,A4810,train
cpsc2018_mc,train,A6093,train
cpsc2018_mc,train,A6546,train
cpsc2018_mc,train,A4588,train
cpsc2018_mc,train,A5086,test
cpsc2018_mc,train,A2361,valid
cpsc2018_mc,train,A0857,valid
cpsc2018_mc,train,A4881,train
cpsc2018_mc,train,A4502,train
cpsc2018_mc,train,A4218,train
cpsc2018_mc,train,A1649,train
cpsc2018_mc,train,A5929,valid
cpsc2018_mc,train,A2469,train
cpsc2018_mc,train,A2399,train
cpsc2018_mc,train,A5142,train
cpsc2018_mc,train,A3443,train
cpsc2018_mc,train,A0566,train
cpsc2018_mc,train,A3114,valid
cpsc2018_mc,train,A3895,train
cpsc2018_mc,train,A5984,train
cpsc2018_mc,train,A6048,train
cpsc2018_mc,train,A3189,train
cpsc2018_mc,train,A0624,test
cpsc2018_mc,train,A0397,train
cpsc2018_mc,train,A2797,train
cpsc2018_mc,train,A0838,train
cpsc2018_mc,train,A3084,test
cpsc2018_mc,train,A4510,train
cpsc2018_mc,train,A6320,train
cpsc2018_mc,train,A0240,test
cpsc2018_mc,train,A3288,train
cpsc2018_mc,train,A3699,train
cpsc2018_mc,train,A2574,valid
cpsc2018_mc,train,A5558,train
cpsc2018_mc,train,A0799,train
cpsc2018_mc,train,A5260,test
cpsc2018_mc,train,A0058,train
cpsc2018_mc,train,A5385,train
cpsc2018_mc,train,A0983,valid
cpsc2018_mc,train,A6693,train
cpsc2018_mc,train,A4723,valid
cpsc2018_mc,train,A0565,train
cpsc2018_mc,train,A2590,train
cpsc2018_mc,train,A0163,train
cpsc2018_mc,train,A2593,train
cpsc2018_mc,train,A2923,train
cpsc2018_mc,train,A4545,train
cpsc2018_mc,train,A0506,train
cpsc2018_mc,train,A5328,train
cpsc2018_mc,train,A3708,train
cpsc2018_mc,train,A0652,train
cpsc2018_mc,train,A0493,valid
cpsc2018_mc,train,A6618,train
cpsc2018_mc,train,A3037,train
cpsc2018_mc,train,A0344,train
cpsc2018_mc,train,A4619,train
cpsc2018_mc,train,A6488,test
cpsc2018_mc,train,A0494,valid
cpsc2018_mc,train,A6476,test
cpsc2018_mc,train,A0986,valid
cpsc2018_mc,train,A3420,train
cpsc2018_mc,train,A6750,train
cpsc2018_mc,train,A5505,train
cpsc2018_mc,train,A6439,test
cpsc2018_mc,train,A1111,train
cpsc2018_mc,train,A4499,train
cpsc2018_mc,train,A1630,train
cpsc2018_mc,train,A6186,train
cpsc2018_mc,train,A5733,test
cpsc2018_mc,train,A5796,train
cpsc2018_mc,train,A6736,train
cpsc2018_mc,train,A5466,train
cpsc2018_mc,train,A3360,train
cpsc2018_mc,train,A6018,train
cpsc2018_mc,train,A1430,train
cpsc2018_mc,train,A6061,train
cpsc2018_mc,train,A5752,train
cpsc2018_mc,train,A2098,test
cpsc2018_mc,train,A4496,test
cpsc2018_mc,train,A4753,train
cpsc2018_mc,train,A0405,train
cpsc2018_mc,train,A2135,train
cpsc2018_mc,train,A1277,test
cpsc2018_mc,train,A4195,train
cpsc2018_mc,train,A2969,train
cpsc2018_mc,train,A6769,train
cpsc2018_mc,train,A0217,train
cpsc2018_mc,train,A5967,train
cpsc2018_mc,train,A5001,valid
cpsc2018_mc,train,A0198,train
cpsc2018_mc,train,A6510,valid
cpsc2018_mc,train,A5013,valid
cpsc2018_mc,train,A4546,train
cpsc2018_mc,train,A2707,train
cpsc2018_mc,train,A6577,train
cpsc2018_mc,train,A6695,valid
cpsc2018_mc,train,A3647,train
cpsc2018_mc,train,A3065,train
cpsc2018_mc,train,A1293,train
cpsc2018_mc,train,A5353,valid
cpsc2018_mc,train,A2539,train
cpsc2018_mc,train,A5122,train
cpsc2018_mc,train,A1832,train
cpsc2018_mc,train,A0556,train
cpsc2018_mc,train,A0190,train
cpsc2018_mc,train,A5456,train
cpsc2018_mc,train,A4707,train
cpsc2018_mc,train,A6436,train
cpsc2018_mc,train,A6717,train
cpsc2018_mc,train,A0118,train
cpsc2018_mc,train,A4073,test
cpsc2018_mc,train,A3825,valid
cpsc2018_mc,train,A3256,train
cpsc2018_mc,train,A1932,train
cpsc2018_mc,train,A6136,train
cpsc2018_mc,train,A3252,train
cpsc2018_mc,train,A1829,train
cpsc2018_mc,train,A0176,train
cpsc2018_mc,train,A3112,train
cpsc2018_mc,train,A1745,train
cpsc2018_mc,train,A4262,test
cpsc2018_mc,train,A3078,train
cpsc2018_mc,train,A5038,train
cpsc2018_mc,train,A2541,train
cpsc2018_mc,train,A2431,test
cpsc2018_mc,train,A3179,train
cpsc2018_mc,train,A5843,train
cpsc2018_mc,train,A2005,train
cpsc2018_mc,train,A5367,train
cpsc2018_mc,train,A3740,valid
cpsc2018_mc,train,A0341,train
cpsc2018_mc,train,A6242,train
cpsc2018_mc,train,A2932,train
cpsc2018_mc,train,A3090,train
cpsc2018_mc,train,A0541,test
cpsc2018_mc,train,A0231,train
cpsc2018_mc,train,A1585,train
cpsc2018_mc,train,A1260,train
cpsc2018_mc,train,A0960,train
cpsc2018_mc,train,A0337,train
cpsc2018_mc,train,A2036,train
cpsc2018_mc,train,A5669,train
cpsc2018_mc,train,A2190,train
cpsc2018_mc,train,A4977,train
cpsc2018_mc,train,A1696,valid
cpsc2018_mc,train,A0929,train
cpsc2018_mc,train,A2189,train
cpsc2018_mc,train,A3570,train
cpsc2018_mc,train,A6121,test
cpsc2018_mc,train,A3052,test
cpsc2018_mc,train,A5982,train
cpsc2018_mc,train,A1700,test
cpsc2018_mc,train,A0237,test
cpsc2018_mc,train,A2155,train
cpsc2018_mc,train,A4455,train
cpsc2018_mc,train,A4395,train
cpsc2018_mc,train,A6543,train
cpsc2018_mc,train,A1494,train
cpsc2018_mc,train,A3819,train
cpsc2018_mc,train,A5258,train
cpsc2018_mc,train,A0746,train
cpsc2018_mc,train,A0205,train
cpsc2018_mc,train,A4540,train
cpsc2018_mc,train,A2684,train
cpsc2018_mc,train,A6504,train
cpsc2018_mc,train,A0308,train
cpsc2018_mc,train,A0320,train
cpsc2018_mc,train,A5231,train
cpsc2018_mc,train,A1105,train
cpsc2018_mc,train,A2459,train
cpsc2018_mc,train,A4610,train
cpsc2018_mc,train,A6260,train
cpsc2018_mc,train,A4834,train
cpsc2018_mc,train,A5509,train
cpsc2018_mc,train,A0300,train
cpsc2018_mc,train,A4357,test
cpsc2018_mc,train,A5610,train
cpsc2018_mc,train,A2700,train
cpsc2018_mc,train,A5339,valid
cpsc2018_mc,train,A0127,train
cpsc2018_mc,train,A1539,test
cpsc2018_mc,train,A0248,train
cpsc2018_mc,train,A3860,train
cpsc2018_mc,train,A0094,train
cpsc2018_mc,train,A4105,valid
cpsc2018_mc,train,A5749,test
cpsc2018_mc,train,A0504,train
cpsc2018_mc,train,A6042,train
cpsc2018_mc,train,A0604,train
cpsc2018_mc,train,A3677,train
cpsc2018_mc,train,A5931,train
cpsc2018_mc,train,A3851,train
cpsc2018_mc,train,A4384,train
cpsc2018_mc,train,A3315,valid
cpsc2018_mc,train,A2570,test
cpsc2018_mc,train,A2362,train
cpsc2018_mc,train,A3444,train
cpsc2018_mc,train,A6377,train
cpsc2018_mc,train,A0713,train
cpsc2018_mc,train,A0780,train
cpsc2018_mc,train,A4516,train
cpsc2018_mc,train,A5354,train
cpsc2018_mc,train,A4649,train
cpsc2018_mc,train,A1574,train
cpsc2018_mc,train,A1348,train
cpsc2018_mc,train,A5245,valid
cpsc2018_mc,train,A2118,train
cpsc2018_mc,train,A4001,train
cpsc2018_mc,train,A3221,train
cpsc2018_mc,train,A0346,train
cpsc2018_mc,train,A3274,train
cpsc2018_mc,train,A1577,train
cpsc2018_mc,train,A3183,train
cpsc2018_mc,train,A3527,train
cpsc2018_mc,train,A3388,train
cpsc2018_mc,train,A5820,train
cpsc2018_mc,train,A5362,train
cpsc2018_mc,train,A5051,train
cpsc2018_mc,train,A5023,train
cpsc2018_mc,train,A6876,train
cpsc2018_mc,train,A3040,train
cpsc2018_mc,train,A0750,train
cpsc2018_mc,train,A5027,valid
cpsc2018_mc,train,A5194,valid
cpsc2018_mc,train,A4583,train
cpsc2018_mc,train,A3454,train
cpsc2018_mc,train,A0358,train
cpsc2018_mc,train,A5748,train
cpsc2018_mc,train,A6316,unlisted
cpsc2018_mc,train,A4484,train
cpsc2018_mc,train,A5951,train
cpsc2018_mc,train,A2813,train
cpsc2018_mc,train,A4664,valid
cpsc2018_mc,train,A4578,train
cpsc2018_mc,train,A1849,valid
cpsc2018_mc,train,A0383,valid
cpsc2018_mc,train,A1794,test
cpsc2018_mc,train,A5565,train
cpsc2018_mc,train,A2971,valid
cpsc2018_mc,train,A0963,train
cpsc2018_mc,train,A3557,valid
cpsc2018_mc,train,A4725,train
cpsc2018_mc,train,A2826,train
cpsc2018_mc,train,A2441,train
cpsc2018_mc,train,A5393,train
cpsc2018_mc,train,A2336,train
cpsc2018_mc,train,A2895,train
cpsc2018_mc,train,A0096,train
cpsc2018_mc,train,A3376,train
cpsc2018_mc,train,A2066,train
cpsc2018_mc,train,A5429,train
cpsc2018_mc,train,A6289,train
cpsc2018_mc,train,A0540,train
cpsc2018_mc,train,A5135,test
cpsc2018_mc,train,A3722,test
cpsc2018_mc,train,A6875,train
cpsc2018_mc,train,A1407,train
cpsc2018_mc,train,A4850,valid
cpsc2018_mc,train,A6539,train
cpsc2018_mc,train,A5682,valid
cpsc2018_mc,train,A0677,train
cpsc2018_mc,train,A5881,train
cpsc2018_mc,train,A3161,train
cpsc2018_mc,train,A3149,valid
cpsc2018_mc,train,A6222,train
cpsc2018_mc,train,A2690,train
cpsc2018_mc,train,A3660,train
cpsc2018_mc,train,A1562,train
cpsc2018_mc,train,A2422,train
cpsc2018_mc,train,A5287,train
cpsc2018_mc,train,A5131,valid
cpsc2018_mc,train,A0961,valid
cpsc2018_mc,train,A2603,valid
cpsc2018_mc,train,A2212,train
cpsc2018_mc,train,A3108,test
cpsc2018_mc,train,A4746,train
cpsc2018_mc,train,A0392,test
cpsc2018_mc,train,A1291,train
cpsc2018_mc,train,A5220,valid
cpsc2018_mc,train,A2900,train
cpsc2018_mc,train,A6783,test
cpsc2018_mc,train,A2081,train
cpsc2018_mc,train,A0636,train
cpsc2018_mc,train,A5322,train
cpsc2018_mc,train,A6676,train
cpsc2018_mc,train,A1867,train
cpsc2018_mc,train,A0952,test
cpsc2018_mc,train,A5620,train
cpsc2018_mc,train,A6109,train
cpsc2018_mc,train,A2627,valid
cpsc2018_mc,train,A2625,train
cpsc2018_mc,train,A5556,unlisted
cpsc2018_mc,train,A5324,train
cpsc2018_mc,train,A1239,train
cpsc2018_mc,train,A1703,train
cpsc2018_mc,train,A4042,train
cpsc2018_mc,train,A5288,train
cpsc2018_mc,train,A6870,train
cpsc2018_mc,train,A4819,test
cpsc2018_mc,train,A4100,train
cpsc2018_mc,train,A5605,train
cpsc2018_mc,train,A6075,train
cpsc2018_mc,train,A3238,train
cpsc2018_mc,train,A6092,train
cpsc2018_mc,train,A6771,train
cpsc2018_mc,train,A6366,valid
cpsc2018_mc,train,A6563,valid
cpsc2018_mc,train,A4844,train
cpsc2018_mc,train,A3587,valid
cpsc2018_mc,train,A6245,train
cpsc2018_mc,train,A6598,train
cpsc2018_mc,train,A2263,train
cpsc2018_mc,train,A1957,train
cpsc2018_mc,train,A3904,train
cpsc2018_mc,train,A4923,valid
cpsc2018_mc,train,A1755,train
cpsc2018_mc,train,A1899,train
cpsc2018_mc,train,A6749,test
cpsc2018_mc,train,A4660,valid
cpsc2018_mc,train,A0536,valid
cpsc2018_mc,train,A5781,test
cpsc2018_mc,train,A1118,train
cpsc2018_mc,train,A5267,train
cpsc2018_mc,train,A5688,train
cpsc2018_mc,train,A2550,train
cpsc2018_mc,train,A1566,train
cpsc2018_mc,train,A0030,test
cpsc2018_mc,train,A2660,train
cpsc2018_mc,train,A1236,valid
cpsc2018_mc,train,A3655,train
cpsc2018_mc,train,A1714,train
cpsc2018_mc,train,A6329,train
cpsc2018_mc,train,A5137,test
cpsc2018_mc,train,A0476,train
cpsc2018_mc,train,A3514,train
cpsc2018_mc,train,A3366,train
cpsc2018_mc,train,A6623,train
cpsc2018_mc,train,A3559,train
cpsc2018_mc,train,A5436,train
cpsc2018_mc,train,A3920,train
cpsc2018_mc,train,A5810,test
cpsc2018_mc,train,A3620,train
cpsc2018_mc,train,A6612,train
cpsc2018_mc,train,A1223,train
cpsc2018_mc,train,A3802,train
cpsc2018_mc,train,A4758,test
cpsc2018_mc,train,A5099,train
cpsc2018_mc,train,A4765,valid
cpsc2018_mc,train,A0220,train
cpsc2018_mc,train,A0674,train
cpsc2018_mc,train,A0706,valid
cpsc2018_mc,train,A4931,train
cpsc2018_mc,train,A2942,train
cpsc2018_mc,train,A5811,train
cpsc2018_mc,train,A0362,train
cpsc2018_mc,train,A4230,train
cpsc2018_mc,train,A4473,train
cpsc2018_mc,train,A3726,train
cpsc2018_mc,train,A6615,train
cpsc2018_mc,train,A0528,train
cpsc2018_mc,train,A2672,train
cpsc2018_mc,train,A0793,test
cpsc2018_mc,train,A3493,train
cpsc2018_mc,train,A2271,train
cpsc2018_mc,train,A5947,train
cpsc2018_mc,train,A0038,train
cpsc2018_mc,train,A0728,valid
cpsc2018_mc,train,A5410,train
cpsc2018_mc,train,A4855,train
cpsc2018_mc,train,A1596,train
cpsc2018_mc,train,A5103,valid
cpsc2018_mc,train,A5178,train
cpsc2018_mc,train,A6709,valid
cpsc2018_mc,train,A1881,train
cpsc2018_mc,train,A6812,train
cpsc2018_mc,train,A4023,train
cpsc2018_mc,train,A3490,test
cpsc2018_mc,train,A4246,test
cpsc2018_mc,train,A2508,train
cpsc2018_mc,train,A1550,train
cpsc2018_mc,train,A3995,test
cpsc2018_mc,train,A2710,test
cpsc2018_mc,train,A0194,train
cpsc2018_mc,train,A0591,train
cpsc2018_mc,train,A3760,valid
cpsc2018_mc,train,A5151,train
cpsc2018_mc,train,A2966,train
cpsc2018_mc,train,A6429,train
cpsc2018_mc,train,A0739,train
cpsc2018_mc,train,A5246,train
cpsc2018_mc,train,A6487,train
cpsc2018_mc,train,A1998,test
cpsc2018_mc,train,A6084,train
cpsc2018_mc,train,A2313,train
cpsc2018_mc,train,A3739,train
cpsc2018_mc,train,A5791,train
cpsc2018_mc,train,A2314,train
cpsc2018_mc,train,A5824,train
cpsc2018_mc,train,A5377,train
cpsc2018_mc,train,A1710,train
cpsc2018_mc,train,A3566,valid
cpsc2018_mc,train,A2870,train
cpsc2018_mc,train,A0391,train
cpsc2018_mc,train,A3137,train
cpsc2018_mc,train,A5527,valid
cpsc2018_mc,train,A6363,train
cpsc2018_mc,train,A2796,train
cpsc2018_mc,train,A6087,train
cpsc2018_mc,train,A4887,train
cpsc2018_mc,train,A2619,train
cpsc2018_mc,train,A1166,train
cpsc2018_mc,train,A2562,train
cpsc2018_mc,train,A4256,train
cpsc2018_mc,train,A4334,train
cpsc2018_mc,train,A1931,test
cpsc2018_mc,train,A6735,train
cpsc2018_mc,train,A1953,train
cpsc2018_mc,train,A1327,train
cpsc2018_mc,train,A2067,train
cpsc2018_mc,train,A2224,train
cpsc2018_mc,train,A2211,train
cpsc2018_mc,train,A5576,train
cpsc2018_mc,train,A1637,train
cpsc2018_mc,train,A0360,train
cpsc2018_mc,train,A0711,train
cpsc2018_mc,train,A6391,train
cpsc2018_mc,train,A1247,train
cpsc2018_mc,train,A6096,train
cpsc2018_mc,train,A3555,train
cpsc2018_mc,train,A3296,train
cpsc2018_mc,train,A3404,test
cpsc2018_mc,train,A4991,train
cpsc2018_mc,train,A5758,train
cpsc2018_mc,train,A1395,train
cpsc2018_mc,train,A6190,train
cpsc2018_mc,train,A5331,train
cpsc2018_mc,train,A3235,train
cpsc2018_mc,train,A1681,valid
cpsc2018_mc,train,A1526,train
cpsc2018_mc,train,A5916,train
cpsc2018_mc,train,A1136,train
cpsc2018_mc,train,A5003,train
cpsc2018_mc,train,A5921,train
cpsc2018_mc,train,A3707,train
cpsc2018_mc,train,A1010,train
cpsc2018_mc,train,A4658,train
cpsc2018_mc,train,A1848,train
cpsc2018_mc,train,A1924,train
cpsc2018_mc,train,A5692,train
cpsc2018_mc,train,A1913,train
cpsc2018_mc,train,A1797,train
cpsc2018_mc,train,A5680,train
cpsc2018_mc,train,A0472,train
cpsc2018_mc,train,A1991,train
cpsc2018_mc,train,A4224,valid
cpsc2018_mc,train,A3218,train
cpsc2018_mc,train,A4067,train
cpsc2018_mc,train,A4166,test
cpsc2018_mc,train,A4132,train
cpsc2018_mc,train,A2445,valid
cpsc2018_mc,train,A3882,train
cpsc2018_mc,train,A3863,test
cpsc2018_mc,train,A6132,train
cpsc2018_mc,train,A4362,train
cpsc2018_mc,train,A5257,valid
cpsc2018_mc,train,A6104,train
cpsc2018_mc,train,A3971,train
cpsc2018_mc,train,A2198,test
cpsc2018_mc,train,A5940,train
cpsc2018_mc,train,A2447,train
cpsc2018_mc,train,A1228,test
cpsc2018_mc,train,A5667,train
cpsc2018_mc,train,A0900,train
cpsc2018_mc,train,A4679,train
cpsc2018_mc,train,A4988,train
cpsc2018_mc,train,A1873,train
cpsc2018_mc,train,A5326,train
cpsc2018_mc,train,A0157,train
cpsc2018_mc,train,A5699,valid
cpsc2018_mc,train,A4507,train
cpsc2018_mc,train,A6095,valid
cpsc2018_mc,train,A1310,train
cpsc2018_mc,train,A4106,train
cpsc2018_mc,train,A0984,train
cpsc2018_mc,train,A3191,valid
cpsc2018_mc,train,A2691,train
cpsc2018_mc,train,A6253,train
cpsc2018_mc,train,A3924,train
cpsc2018_mc,train,A0899,train
cpsc2018_mc,train,A1234,train
cpsc2018_mc,train,A4082,train
cpsc2018_mc,train,A2582,valid
cpsc2018_mc,train,A5065,train
cpsc2018_mc,train,A4497,train
cpsc2018_mc,train,A1400,train
cpsc2018_mc,train,A1102,train
cpsc2018_mc,train,A5622,train
cpsc2018_mc,train,A1916,train
cpsc2018_mc,train,A6589,train
cpsc2018_mc,train,A0389,train
cpsc2018_mc,train,A5240,test
cpsc2018_mc,train,A2965,train
cpsc2018_mc,train,A4812,train
cpsc2018_mc,train,A1647,train
cpsc2018_mc,train,A4596,train
cpsc2018_mc,train,A1361,train
cpsc2018_mc,train,A3680,train
cpsc2018_mc,train,A6059,train
cpsc2018_mc,train,A6513,valid
cpsc2018_mc,train,A6440,train
cpsc2018_mc,train,A0061,test
cpsc2018_mc,train,A4975,train
cpsc2018_mc,train,A3491,train
cpsc2018_mc,train,A0183,train
cpsc2018_mc,train,A4627,train
cpsc2018_mc,train,A5329,train
cpsc2018_mc,train,A1752,test
cpsc2018_mc,train,A1634,train
cpsc2018_mc,train,A1621,train
cpsc2018_mc,train,A6628,train
cpsc2018_mc,train,A3330,train
cpsc2018_mc,train,A5130,train
cpsc2018_mc,train,A2291,train
cpsc2018_mc,train,A4126,train
cpsc2018_mc,train,A6779,train
cpsc2018_mc,train,A6611,test
cpsc2018_mc,train,A0479,train
cpsc2018_mc,train,A3666,train
cpsc2018_mc,train,A4657,train
cpsc2018_mc,train,A1751,train
cpsc2018_mc,train,A5056,valid
cpsc2018_mc,train,A1753,train
cpsc2018_mc,train,A3883,train
cpsc2018_mc,train,A1081,train
cpsc2018_mc,train,A1371,train
cpsc2018_mc,train,A2583,valid
cpsc2018_mc,train,A2981,train
cpsc2018_mc,train,A4590,train
cpsc2018_mc,train,A6825,train
cpsc2018_mc,train,A6706,train
cpsc2018_mc,train,A2454,train
cpsc2018_mc,train,A3032,train
cpsc2018_mc,train,A1655,test
cpsc2018_mc,train,A0492,valid
cpsc2018_mc,train,A2614,train
cpsc2018_mc,train,A4021,train
cpsc2018_mc,train,A2675,valid
cpsc2018_mc,train,A6446,train
cpsc2018_mc,train,A6586,train
cpsc2018_mc,train,A1713,valid
cpsc2018_mc,train,A6097,train
cpsc2018_mc,train,A1272,train
cpsc2018_mc,train,A4471,train
cpsc2018_mc,train,A2305,train
cpsc2018_mc,train,A1456,train
cpsc2018_mc,train,A2223,train
cpsc2018_mc,train,A4406,train
cpsc2018_mc,train,A6255,train
cpsc2018_mc,train,A4553,valid
cpsc2018_mc,train,A1529,train
cpsc2018_mc,train,A3879,train
cpsc2018_mc,train,A0451,test
cpsc2018_mc,train,A1045,train
cpsc2018_mc,train,A0883,train
cpsc2018_mc,train,A6742,train
cpsc2018_mc,train,A5598,train
cpsc2018_mc,train,A0286,train
cpsc2018_mc,train,A6752,train
cpsc2018_mc,train,A2458,train
cpsc2018_mc,train,A0710,valid
cpsc2018_mc,train,A1948,train
cpsc2018_mc,train,A4700,train
cpsc2018_mc,train,A3217,train
cpsc2018_mc,train,A3579,train
cpsc2018_mc,train,A3160,train
cpsc2018_mc,train,A0029,train
cpsc2018_mc,train,A1208,train
cpsc2018_mc,train,A4739,train
cpsc2018_mc,train,A2976,train
cpsc2018_mc,train,A3164,test
cpsc2018_mc,train,A0128,train
cpsc2018_mc,train,A2547,test
cpsc2018_mc,train,A3320,test
cpsc2018_mc,train,A0065,train
cpsc2018_mc,train,A1451,valid
cpsc2018_mc,train,A0764,train
cpsc2018_mc,train,A4996,train
cpsc2018_mc,train,A1360,train
cpsc2018_mc,train,A2203,train
cpsc2018_mc,train,A0306,train
cpsc2018_mc,train,A5753,train
cpsc2018_mc,train,A5233,train
cpsc2018_mc,train,A2016,train
cpsc2018_mc,train,A0748,train
cpsc2018_mc,train,A3753,train
cpsc2018_mc,train,A4960,train
cpsc2018_mc,train,A3430,train
cpsc2018_mc,train,A1262,train
cpsc2018_mc,train,A5271,train
cpsc2018_mc,train,A4142,train
cpsc2018_mc,train,A3611,train
cpsc2018_mc,train,A4093,test
cpsc2018_mc,train,A5539,valid
cpsc2018_mc,train,A1491,valid
cpsc2018_mc,train,A3070,train
cpsc2018_mc,train,A6698,train
cpsc2018_mc,train,A4618,test
cpsc2018_mc,train,A2632,train
cpsc2018_mc,train,A0133,train
cpsc2018_mc,train,A4779,test
cpsc2018_mc,train,A6841,train
cpsc2018_mc,train,A3887,train
cpsc2018_mc,train,A3136,train
cpsc2018_mc,train,A3888,train
cpsc2018_mc,train,A6032,train
cpsc2018_mc,train,A3519,train
cpsc2018_mc,train,A5717,train
cpsc2018_mc,train,A5649,train
cpsc2018_mc,train,A0092,train
cpsc2018_mc,train,A2171,train
cpsc2018_mc,train,A1890,valid
cpsc2018_mc,train,A4290,train
cpsc2018_mc,train,A3344,train
cpsc2018_mc,train,A6050,train
cpsc2018_mc,train,A2144,train
cpsc2018_mc,train,A5079,valid
cpsc2018_mc,train,A3551,train
cpsc2018_mc,train,A4808,train
cpsc2018_mc,train,A1776,test
cpsc2018_mc,train,A3872,valid
cpsc2018_mc,train,A6216,train
cpsc2018_mc,train,A5842,train
cpsc2018_mc,train,A6722,train
cpsc2018_mc,train,A6071,train
cpsc2018_mc,train,A3600,train
cpsc2018_mc,train,A0729,train
cpsc2018_mc,train,A2413,train
cpsc2018_mc,train,A4463,train
cpsc2018_mc,train,A5846,train
cpsc2018_mc,train,A1129,train
cpsc2018_mc,train,A0611,train
cpsc2018_mc,train,A4524,test
cpsc2018_mc,train,A4061,train
cpsc2018_mc,train,A1339,train
cpsc2018_mc,train,A3433,train
cpsc2018_mc,train,A5876,train
cpsc2018_mc,train,A1669,test
cpsc2018_mc,train,A4537,train
cpsc2018_mc,train,A4412,train
cpsc2018_mc,train,A4673,test
cpsc2018_mc,train,A6681,train
cpsc2018_mc,train,A0296,valid
cpsc2018_mc,train,A3228,train
cpsc2018_mc,train,A5444,train
cpsc2018_mc,train,A2324,train
cpsc2018_mc,train,A4348,test
cpsc2018_mc,train,A2101,test
cpsc2018_mc,train,A4718,train
cpsc2018_mc,train,A5863,train
cpsc2018_mc,train,A0719,train
cpsc2018_mc,train,A6090,train
cpsc2018_mc,train,A4845,train
cpsc2018_mc,train,A4278,train
cpsc2018_mc,train,A1110,train
cpsc2018_mc,train,A3844,valid
cpsc2018_mc,train,A3100,train
cpsc2018_mc,train,A1966,train
cpsc2018_mc,train,A1370,train
cpsc2018_mc,train,A5722,valid
cpsc2018_mc,train,A3602,train
cpsc2018_mc,train,A6201,train
cpsc2018_mc,train,A5577,train
cpsc2018_mc,train,A6788,train
cpsc2018_mc,train,A2404,train
cpsc2018_mc,train,A6418,train
cpsc2018_mc,train,A1006,train
cpsc2018_mc,train,A6457,train
cpsc2018_mc,train,A1442,train
cpsc2018_mc,train,A6421,train
cpsc2018_mc,train,A1795,train
cpsc2018_mc,train,A1684,train
cpsc2018_mc,train,A0919,train
cpsc2018_mc,train,A0394,train
cpsc2018_mc,train,A0161,train
cpsc2018_mc,train,A0331,train
cpsc2018_mc,train,A1718,train
cpsc2018_mc,train,A1115,train
cpsc2018_mc,train,A0419,train
cpsc2018_mc,train,A5555,test
cpsc2018_mc,train,A0840,train
cpsc2018_mc,train,A4323,train
cpsc2018_mc,train,A5312,train
cpsc2018_mc,train,A4012,train
cpsc2018_mc,train,A5557,train
cpsc2018_mc,train,A4713,train
cpsc2018_mc,train,A1551,train
cpsc2018_mc,train,A3476,train
cpsc2018_mc,train,A6116,train
cpsc2018_mc,train,A3003,train
cpsc2018_mc,train,A2127,train
cpsc2018_mc,train,A3837,train
cpsc2018_mc,train,A4743,valid
cpsc2018_mc,train,A6085,valid
cpsc2018_mc,train,A5872,test
cpsc2018_mc,train,A4778,train
cpsc2018_mc,train,A4564,train
cpsc2018_mc,train,A2967,train
cpsc2018_mc,train,A3305,train
cpsc2018_mc,train,A0067,train
cpsc2018_mc,train,A0086,train
cpsc2018_mc,train,A0877,test
cpsc2018_mc,train,A2667,train
cpsc2018_mc,train,A4203,train
cpsc2018_mc,train,A6518,train
cpsc2018_mc,train,A0866,train
cpsc2018_mc,train,A3470,valid
cpsc2018_mc,train,A6700,train
cpsc2018_mc,train,A5754,train
cpsc2018_mc,train,A2440,valid
cpsc2018_mc,train,A3336,train
cpsc2018_mc,train,A6067,train
cpsc2018_mc,train,A4196,train
cpsc2018_mc,train,A3292,train
cpsc2018_mc,train,A5359,train
cpsc2018_mc,train,A5305,train
cpsc2018_mc,train,A1008,test
cpsc2018_mc,train,A2390,train
cpsc2018_mc,train,A4213,train
cpsc2018_mc,train,A2544,train
cpsc2018_mc,train,A6442,train
cpsc2018_mc,train,A1392,train
cpsc2018_mc,train,A2753,train
cpsc2018_mc,train,A5179,valid
cpsc2018_mc,train,A5827,train
cpsc2018_mc,train,A1308,train
cpsc2018_mc,train,A5198,train
cpsc2018_mc,train,A5613,valid
cpsc2018_mc,train,A0485,train
cpsc2018_mc,train,A1548,train
cpsc2018_mc,train,A6415,train
cpsc2018_mc,train,A3641,test
cpsc2018_mc,train,A4313,valid
cpsc2018_mc,train,A6558,valid
cpsc2018_mc,train,A1170,train
cpsc2018_mc,train,A3205,train
cpsc2018_mc,train,A5268,train
cpsc2018_mc,train,A6663,test
cpsc2018_mc,train,A1564,test
cpsc2018_mc,train,A2618,valid
cpsc2018_mc,train,A4846,train
cpsc2018_mc,train,A4766,train
cpsc2018_mc,train,A3335,train
cpsc2018_mc,train,A4383,train
cpsc2018_mc,train,A4807,train
cpsc2018_mc,train,A1660,train
cpsc2018_mc,train,A3728,train
cpsc2018_mc,train,A5309,train
